u,g,r,i,z,redshift
19.73618,18.07075,17.34872,16.91427,16.67378,0.1591236
24.41486,24.68021,21.50208,20.15707,19.5161,0.6299012
21.54162,20.59392,19.98895,19.32499,18.97108,0.2092265
22.49706,19.97262,18.38289,17.82636,17.43399,0.2374146
21.70476,21.58435,20.61916,19.78056,19.20724,0.9112842
26.08989,20.67513,18.85936,18.14539,17.74414,0.3850628
22.26894,20.31222,18.75476,18.14474,17.81011,0.3507394
22.59619,24.57983,22.34588,20.95702,19.91747,0.8969226
20.77223,18.63952,17.38353,16.90473,16.56259,0.1828252
20.92274,18.75766,17.41476,16.83419,16.44346,0.2351843
20.39967,18.5539,17.58451,17.17297,16.80933,0.1027803
22.6008,21.68893,20.24669,19.33474,19.01643,0.5908461
23.49195,20.92546,19.05704,18.3545,17.92696,0.3968667
20.61914,18.64678,17.64898,17.17757,16.83917,0.1270691
19.35583,17.97606,17.11582,16.69056,16.40339,0.1748149
25.56631,22.74355,21.08838,19.96289,19.65325,0.5740576
20.53611,18.70904,17.67277,17.22203,16.89656,0.1367021
17.91691,16.31516,15.52234,15.09428,14.75343,0.04751963
23.75034,22.65296,21.13232,20.09811,19.55761,0.6724944
19.86676,17.69954,16.53069,16.01713,15.62528,0.1234522
25.63127,22.79103,20.94,19.71676,19.22835,0.6052899
19.40532,17.89528,17.04847,16.59534,16.33259,0.1602293
24.86507,20.59615,18.82754,18.24469,17.88763,0.3085479
22.88896,22.5504,21.83482,20.7257,19.99154,0.7256018
19.10868,17.80389,17.17818,16.77992,16.50689,0.04537768
26.70397,22.22804,20.73921,19.7527,19.11117,0.4934236
22.51672,21.45708,19.85883,18.83623,18.37078,0.5090736
22.78776,21.60783,20.84718,20.0121,20.28013,0.5860167
23.08729,22.76523,20.71769,19.77085,19.09355,0.4917504
17.47791,15.42958,14.45509,13.99108,13.64098,0.04098697
21.88256,21.08732,20.9078,20.92291,20.92369,0.03453521
23.09655,20.67897,19.06677,18.3969,17.99216,0.3192791
25.51613,23.32562,21.40629,19.9804,19.60156,0.5912847
22.17329,21.57536,20.66063,20.26019,19.79247,0.2731798
23.98083,21.89332,20.1478,19.17591,18.66076,0.5061185
17.91365,16.61925,15.99142,15.6545,15.41474,0.05010736
21.13957,19.19044,17.83973,17.31438,16.96856,0.2126098
23.08665,22.12201,20.26323,18.99262,18.32111,0.6796699
20.21021,19.10686,17.9446,17.4038,17.03735,0.2247445
18.97566,17.92051,17.41719,17.21675,17.00294,0.01375247
25.10373,23.54479,20.88053,19.59237,19.20544,0.6399639
26.37988,23.12883,22.61024,21.08704,19.9457,0.9540779
22.43381,22.46687,21.15178,19.98805,19.25169,0.6880431
20.41481,18.5019,17.59329,17.14481,16.86459,0.08528339
18.54582,17.06504,16.28722,15.86453,15.58551,0.09783947
22.15008,20.89028,19.42025,18.80236,18.45274,0.2945279
25.91006,20.5013,18.73055,18.05058,17.59622,0.3443666
19.12795,17.44468,16.50908,16.02685,15.67735,0.09948723
20.10957,18.20258,17.12941,16.57862,16.1274,0.1078262
23.92916,22.46942,21.04804,19.87549,19.36342,0.5817277
24.63405,23.30487,20.94367,19.86346,19.64854,0.3711893
21.63292,20.78839,19.91637,19.63805,19.29665,0.3629493
20.15022,18.40675,17.35961,16.97437,16.65087,0.1694719
22.04293,20.02437,18.4316,17.83144,17.43878,0.2924734
22.40418,19.56682,18.08546,17.52498,17.15539,0.2694951
24.53529,22.39658,20.59699,19.5845,19.15152,0.5394831
21.99353,21.77446,19.58211,18.95938,18.51943,0.3277968
20.23942,18.28246,17.33874,16.89053,16.52629,0.07224432
20.90545,19.21484,17.71701,17.19732,16.82315,0.2360714
22.40904,21.65903,20.68368,19.89837,19.47475,0.5985726
22.36553,20.62628,18.83967,18.22663,17.75001,0.3597858
23.0213,22.12269,20.51245,19.74206,19.15118,0.4860977
18.99284,17.23192,16.22528,15.76088,15.36745,0.1241096
25.37417,22.37028,20.48369,19.30142,18.78727,0.5971581
24.60406,23.27595,21.74865,20.39765,19.69407,0.6790615
23.39028,22.64141,20.73038,19.70023,19.11948,0.5676914
23.03666,22.39798,20.67659,19.5654,18.989,0.6044441
21.1664,19.04148,17.71871,17.20333,16.83185,0.1964432
20.56318,18.36102,17.46244,16.81288,16.59108,0.1355556
25.48358,22.54947,20.9166,19.87279,19.47687,0.6423029
22.2958,19.49449,17.78248,17.15515,16.78261,0.321414
20.14055,18.07037,17.03245,16.55924,16.16105,0.1014948
20.78318,18.58073,17.42239,16.94199,16.5668,0.1346424
20.06026,18.14718,17.05391,16.5929,16.20975,0.1280753
18.57957,16.68921,15.75143,15.31738,15.00228,0.08196446
22.93697,22.67402,20.06634,18.95358,18.44454,0.5682633
23.84335,23.06907,21.23598,20.03065,19.63016,0.6328713
24.02227,21.63154,19.92356,19.06109,18.68508,0.4849889
25.3445,21.12402,19.36851,18.66921,18.21992,0.3719817
24.20696,20.99508,19.28961,18.62679,18.28491,0.4109839
21.5732,21.56857,20.22978,19.1438,18.81998,0.6338378
20.28181,18.29577,17.2422,16.81175,16.44629,0.1153312
20.18601,18.74423,17.87267,17.44622,17.08737,0.1352101
24.82612,21.08711,19.36123,18.65092,18.33875,0.4061393
23.98256,22.46522,20.54307,19.55474,18.98588,0.4922334
19.47916,18.34611,17.76459,17.44314,17.25553,0.1379174
18.07384,16.84297,16.18956,15.82285,15.53548,0.03933707
22.90618,21.16042,19.39251,18.61659,18.15927,0.4461545
23.47547,20.56367,18.78342,18.1585,17.76865,0.3327454
24.14111,21.54459,20.18154,19.5878,19.02203,0.3174189
18.98898,17.68897,17.09214,16.73636,16.53075,0.08385696
20.11594,18.66591,17.79451,17.33719,16.99732,0.1208714
24.86256,22.63719,20.63865,19.65837,19.11746,0.5435942
22.56927,21.79235,21.2669,21.25035,21.78252,0.1537275
19.63777,18.29063,17.61567,17.19506,16.95038,0.07264735
22.29636,21.2417,20.27243,19.45298,19.01624,0.558623
23.16129,21.60861,20.11892,19.14612,18.94158,0.4839122
22.93874,20.72815,18.99413,18.33326,17.86479,0.4188188
23.59377,21.90709,20.48571,19.61341,19.16548,0.5267965
21.39066,21.45132,20.01422,19.08958,18.54655,0.5426904
23.9303,22.25662,20.52079,19.56493,19.13093,0.5301782
23.7004,19.69622,18.33118,17.79436,17.45353,0.2085139
23.26296,21.58654,19.97628,19.20716,18.70685,0.4067954
25.14299,21.97484,20.34435,19.27981,18.83629,0.5372008
19.46124,18.30859,17.70077,17.36923,17.18672,0.1694899
22.26037,19.97908,18.47776,17.82084,17.35603,0.2735027
24.76209,22.72323,21.32032,20.15629,19.607,0.5479096
23.19892,21.84665,20.56677,19.75213,19.30745,0.5585029
20.45825,18.62164,17.71157,17.3325,17.02293,0.08843467
19.8863,18.33138,17.52898,17.13077,16.82232,0.08729938
22.51265,21.94945,20.54985,19.724,19.09014,0.5371885
23.77954,22.75483,21.09154,19.96541,19.45634,0.5832642
23.90295,23.22132,21.20133,19.90096,19.51003,0.6730578
18.18665,17.09057,16.84989,16.73811,16.75154,0.01007847
24.15144,22.78799,20.63218,19.71476,19.20665,0.5665163
20.89239,18.87877,17.79556,17.29685,16.95485,0.1221615
23.96847,20.87466,18.98078,18.42226,17.98429,0.3511804
25.25176,21.18554,19.55132,18.77139,18.26764,0.4311456
25.91271,23.05121,21.43648,20.37799,19.88894,0.5751939
20.64886,18.91015,17.63073,17.12838,16.77805,0.1910283
19.58802,17.79516,16.77943,16.2985,15.94636,0.1167837
19.56969,17.68342,16.78645,16.32482,15.95005,0.05197871
25.17953,23.21119,21.27752,19.92056,19.53303,0.7305599
25.88906,21.88806,20.09018,19.25307,18.71746,0.3211733
22.74373,20.74514,18.94929,18.27137,17.83721,0.3356086
19.40387,18.14967,17.26823,16.77757,16.49743,0.1735455
19.67407,17.7016,16.7086,16.25132,15.90149,0.09215603
23.20472,22.23272,20.48755,19.57254,18.90709,0.5048414
23.9943,22.23373,20.86301,19.86625,19.4738,0.537686
23.97976,22.03937,20.41979,19.60048,19.17545,0.4741857
25.73614,21.63534,20.54473,19.54854,19.26983,0.6560838
19.89358,18.50423,17.69065,17.2655,17.01957,0.1977461
18.17683,16.99228,16.56657,16.34947,16.20449,0.03029145
23.36575,21.94493,21.01023,19.91716,19.42613,0.7262712
25.64074,22.61432,21.2025,20.05898,19.56559,0.5919123
24.11453,22.41575,20.99539,19.92232,19.64093,0.5902936
26.68086,21.59702,19.97698,18.91598,18.31012,0.5724275
22.21095,21.54756,20.61324,19.79855,19.40621,0.6050487
22.02332,21.79249,20.11957,19.32928,18.85546,0.3976993
24.10896,21.27812,19.3722,18.63174,18.16487,0.3272851
22.67626,23.28724,21.42634,20.46781,19.91586,0.6698454
25.16745,20.59315,18.84749,18.22261,17.83164,0.3320499
22.30506,20.7894,18.739,18.13094,17.84541,0.3263282
20.48816,18.25239,17.33526,16.81557,16.44839,0.0620543
22.10812,21.81174,20.31752,19.54866,19.00806,0.5152594
18.6971,17.30912,16.57868,16.16354,15.85831,0.04349005
18.59406,17.02688,16.2037,15.72742,15.42559,0.05419867
22.9071,23.1046,21.38259,20.22474,19.46902,0.6428946
24.58945,22.05524,20.41904,19.45045,18.99023,0.522939
20.18946,18.39086,17.47583,17.04885,16.68212,0.06133775
18.96325,17.79491,17.23115,16.84402,16.72119,0.1032275
24.56628,22.1099,21.11223,20.25874,19.43469,0.4238309
20.727,18.68786,17.32015,16.76176,16.34321,0.195778
21.61212,19.45919,17.92701,17.3634,17.00795,0.261309
24.47901,21.08901,19.36424,18.4817,18.03916,0.4678105
21.86065,20.23318,18.78343,18.18942,17.83618,0.2641161
23.96334,23.4548,20.16758,19.09295,19.35958,0.6474063
22.9328,22.63064,21.44185,20.1692,19.29536,0.8860621
23.24318,22.20703,20.5798,19.75626,19.32605,0.4966326
19.98298,18.23932,17.37124,17.03547,16.78358,0.1630761
19.49332,18.30225,17.55129,17.13587,16.8486,0.1587768
25.85578,21.46138,19.63778,18.67375,18.06802,0.5228748
23.77708,23.02563,20.89543,19.85381,19.51813,0.5669799
23.96577,21.8706,20.74981,19.72431,19.55941,0.575785
24.02872,21.11834,19.38281,18.70319,18.3591,0.3592381
22.04289,20.07898,18.38809,17.7869,17.3563,0.342958
23.99172,22.28396,20.79217,19.81023,19.41948,0.5325909
21.97607,21.63934,20.45988,19.73082,19.43455,0.619696
25.23587,21.56041,19.63486,18.68046,18.1205,0.5264779
19.86748,18.33728,17.50673,17.049,16.75754,0.1305653
21.10835,19.81596,18.8869,18.3893,18.04565,0.2543027
19.67935,18.0519,17.17139,16.76354,16.4246,0.1268442
19.25562,17.23803,16.25903,15.8357,15.43507,0.08596472
27.15109,22.53771,20.82557,19.57668,19.02854,0.6184042
24.30533,20.75774,19.05545,18.43537,18.13012,0.3423703
19.07101,17.92312,17.47217,17.1433,17.06797,0.0784309
20.42757,18.4795,17.4995,17.08068,16.71375,0.08382937
19.95382,18.23673,17.20024,16.69333,16.31642,0.1559446
21.12749,19.65301,18.01892,17.31212,16.88255,0.3104575
20.57614,18.85263,17.87668,17.47605,17.08454,0.1334956
21.84096,20.80121,19.14366,18.461,18.11757,0.417801
19.29089,18.18788,17.6256,17.31967,17.15927,0.1121
24.01231,22.10271,20.86166,19.90919,19.42906,0.6301893
26.16476,22.19052,20.81085,19.90493,19.44347,0.5059143
25.85153,22.30091,20.46259,19.52245,18.92561,0.4962031
23.26508,21.52377,20.03023,19.52745,19.11522,0.2272995
24.06712,20.00433,18.13509,17.53204,17.12717,0.3386322
25.62994,22.59443,21.13531,20.18189,19.66148,0.6425123
19.82152,17.8519,16.80428,16.32726,15.92871,0.1222102
25.57187,21.16298,19.28191,18.64793,18.17838,0.3209634
19.67663,17.77999,16.70964,16.2365,15.83014,0.1231611
20.95969,18.75511,17.54813,17.08404,16.7563,0.1826278
25.50958,21.79604,20.00518,19.17622,18.79709,0.462493
21.7431,21.71758,20.10908,19.17991,18.65214,0.5256187
22.71239,23.31129,22.1802,20.64462,19.96067,0.7642899
25.84549,22.19588,20.75307,19.80877,19.25944,0.498883
22.73449,21.89859,20.35943,19.34723,19.07235,0.531175
23.92654,22.50213,21.04646,19.95641,19.42256,0.4878958
25.05351,22.88108,20.89787,19.92422,19.40148,0.5720682
17.95883,16.00219,15.20308,14.75601,14.44684,0.04412701
25.65796,22.1397,20.37964,19.5618,19.05797,0.465145
21.59417,19.61153,18.14033,17.57339,17.21315,0.2729702
25.46802,23.03439,21.10083,20.20675,19.68225,0.4892001
24.34589,21.53172,20.17999,19.26091,18.86333,0.4585406
20.45991,18.47057,17.63865,17.24123,16.92857,0.02105822
22.84729,21.45026,19.58446,18.65709,18.16161,0.4971946
18.66952,17.52967,17.11244,16.91844,16.74069,0.01715009
20.38785,18.42486,17.4139,16.81025,16.3777,0.141365
24.80021,20.46182,18.65819,18.0102,17.63802,0.3624579
22.93362,21.8939,20.86252,19.64686,18.99787,0.7269534
20.2,18.11839,16.77241,16.26098,15.8826,0.1797736
24.73637,23.93184,21.77265,20.66161,19.89035,0.7103325
22.75141,21.8482,19.93026,19.09833,18.55168,0.4913363
23.57185,21.64588,20.0269,19.19355,18.68015,0.4878781
24.8409,22.27113,20.62296,19.80375,19.25689,0.4730917
23.00624,20.13059,18.49046,17.88514,17.5323,0.3474358
25.17156,22.2227,20.54464,19.60508,19.12226,0.4740544
25.27251,23.42802,21.48281,20.19498,19.44184,0.6058108
20.18644,18.41378,17.46958,17.0002,16.62328,0.07496727
22.10828,21.40836,20.00984,19.24188,18.92957,0.5476355
21.14136,19.32786,18.33477,17.83533,17.46506,0.1334663
17.66896,16.5072,16.00146,15.72773,15.53739,0.02539068
24.24376,19.94416,18.38239,17.80816,17.43692,0.2944602
23.38017,22.90515,20.35652,19.26156,18.87341,0.5790653
23.89342,21.89728,20.42799,19.63017,19.20014,0.4562951
22.65749,21.61903,20.41713,19.33235,18.55442,0.6421596
22.91774,21.79937,20.56068,19.74694,19.62707,0.5020724
19.2335,18.17438,17.46778,17.05253,16.78909,0.1186471
19.17687,17.65406,16.7976,16.31627,15.88037,0.0591519
22.70621,21.52947,19.95348,19.18637,18.88801,0.4178172
19.17386,17.88727,17.15924,16.73764,16.47363,0.126791
21.73502,19.68555,18.2219,17.68102,17.3151,0.2285973
25.86359,23.49866,21.75041,20.48693,19.70008,0.8158277
19.6028,18.39254,17.51625,17.16896,16.87703,0.2060248
21.66763,20.85562,19.54097,18.56715,18.231,0.5846476
24.76801,19.32076,17.81846,17.23835,16.92202,0.2538315
25.83595,23.03376,21.72167,20.61397,19.86682,0.6540229
18.4173,17.37338,16.87728,16.51469,16.3018,0.05539958
25.05383,20.76257,19.0944,18.36883,18.0412,0.4322568
24.43525,21.87008,19.85073,18.92713,18.41234,0.5163273
22.62269,21.71142,19.73288,18.70086,18.28552,0.5304887
25.08237,21.73059,20.32879,19.51985,18.97017,0.4626991
25.90421,22.83933,20.9187,19.77986,19.35285,0.5585602
20.30982,18.38333,17.31929,16.87402,16.56627,0.1494481
19.40092,17.44699,16.51046,16.08938,15.77868,0.08367324
16.79956,15.30194,14.54305,14.19493,13.90086,0.02451792
18.31211,17.1459,16.61746,16.30295,16.0978,0.04680508
23.00033,21.68803,20.66874,19.84374,19.18989,0.5573212
17.07409,15.73752,15.10394,14.79194,14.54627,0.03228859
19.89268,18.19591,17.25215,16.8157,16.45258,0.1105086
17.66379,16.46153,15.97739,15.74444,15.6108,0.02626734
19.08911,17.62914,16.84738,16.40537,16.09674,0.09721491
18.70638,17.78533,17.54214,17.27623,17.22145,0.06467283
20.70921,18.76193,17.81793,17.44247,17.19914,0.1985067
22.90655,21.7816,20.83638,19.81955,19.20081,0.609852
20.92711,19.0338,17.59625,17.10213,16.74872,0.2113576
21.85275,20.48168,19.2409,18.67541,18.35914,0.2670963
23.02543,21.51135,19.88204,19.09079,18.54735,0.4801841
19.1813,17.78183,17.06773,16.68902,16.40639,0.07963099
19.44373,18.05237,17.44379,17.10699,16.85744,0.1030281
24.75553,21.78384,19.96477,19.17577,18.65482,0.4509864
24.19305,22.19925,20.72616,19.86102,19.76583,0.4599511
23.86946,21.30876,20.02811,19.2366,18.99896,0.492744
19.46136,17.50455,16.56508,16.1375,15.81092,0.08127476
25.21181,24.35324,21.96385,20.80262,19.90974,0.7566583
18.18445,16.49593,15.68289,15.28638,14.97975,0.05490463
18.99328,16.9903,15.97517,15.50116,15.10515,0.1230585
20.16487,18.17158,17.13734,16.69817,16.33596,0.1276899
19.73192,18.09727,17.39771,16.95925,16.63476,0.09712126
23.30109,22.92759,20.93925,19.91319,19.5828,0.4821227
23.06474,22.06701,20.27411,19.45108,18.96436,0.4895854
19.40613,18.20954,17.75889,17.44157,17.20943,0.0627732
24.57042,20.3179,18.76194,18.14096,17.78994,0.3254167
23.95617,21.59887,19.77919,19.16994,18.6323,0.4142089
21.71659,21.12053,16.14972,15.66907,18.87717,0.1159065
24.98853,22.21163,20.37919,19.53929,19.09598,0.5295285
19.32359,17.31642,16.30869,15.8837,15.4928,0.1012126
20.12099,18.31725,17.33595,16.87637,16.48903,0.1072635
18.6479,16.66485,15.59894,15.12062,14.85318,0.06358586
22.3122,20.52292,18.77323,18.14841,17.78149,0.3548647
25.82688,23.28425,21.37133,20.12098,19.80224,0.5383047
22.72948,23.05976,21.33383,20.31221,19.69009,0.6867349
22.34252,21.42589,20.31841,19.58041,19.25925,0.5893171
20.2788,18.19384,17.03898,16.57762,16.21899,0.1498786
24.10246,21.69331,20.04514,19.25299,18.72697,0.4615151
16.69156,15.18451,14.43253,14.01346,13.72417,0.04546021
24.37344,22.92226,21.09015,19.77059,19.16899,0.6072367
23.02398,21.735,20.51679,19.68246,19.49168,0.569366
21.05673,19.00373,17.81595,17.27867,16.83783,0.1661278
20.8165,18.53621,17.19229,16.63295,16.26275,0.1887828
24.3358,21.78628,20.62387,19.61497,19.01129,0.5611156
20.55505,18.56881,17.12262,16.55261,16.13607,0.1928056
19.44731,17.38923,16.33002,15.89804,15.53086,0.121193
24.40883,23.36998,21.19589,19.98458,19.29148,0.6928881
23.31725,22.24913,20.45483,19.47755,19.2314,0.4827191
21.8054,20.05704,18.29246,17.72096,17.31514,0.340345
22.41193,21.74244,20.45986,19.92179,19.47434,0.4711558
21.63839,21.54662,19.94078,19.11513,18.52493,0.479543
24.88577,23.99335,21.47971,20.29931,19.70395,0.593076
20.60194,18.51939,17.4342,16.94886,16.61442,0.1543756
23.31137,21.59292,19.67541,18.99482,18.55872,0.3394514
24.04641,21.31104,19.53694,18.81315,18.33214,0.3439615
26.59301,23.10444,21.34979,20.1885,19.63773,0.673399
24.57889,21.09588,19.16562,18.49642,18.10244,0.4173471
20.0195,19.4478,18.67525,18.37362,18.12829,0.3818059
20.12661,18.65811,17.80379,17.27369,16.91206,0.04122947
21.12289,19.16746,17.69918,17.14818,16.77744,0.2189386
20.82641,18.79088,17.74352,17.30405,16.93053,0.1153147
22.70185,22.26775,20.65858,19.57535,19.17682,0.5371842
19.54725,17.615,16.74058,16.31318,15.99654,0.06264437
24.66221,22.68773,20.68931,19.44403,18.71898,0.6345664
23.00587,21.10584,19.90217,19.13468,18.8336,0.5858171
22.76711,22.66113,21.12783,20.27291,19.96436,0.5214806
25.33222,22.90164,22.35117,20.83737,19.76744,0.8367303
24.45175,22.063,20.66236,19.53938,19.18556,0.6275389
25.32347,22.70992,21.42175,20.22281,19.57728,0.5826269
23.37993,22.01263,20.20723,19.35666,18.94239,0.466668
21.25385,19.03228,17.71807,17.12893,16.79038,0.2225507
19.17459,17.80832,17.13971,16.67293,16.46745,0.104035
19.07659,17.73922,17.0864,16.66708,16.42482,0.06956745
25.24669,21.22435,19.40531,18.64852,18.23927,0.4488953
26.61428,21.52053,20.06553,18.95461,18.53801,0.5859756
23.83518,22.95264,20.93259,20.01095,19.83769,0.5894021
24.00209,22.17614,20.39768,19.53483,19.02868,0.4838755
24.46691,22.85008,20.91785,20.03079,19.61395,0.4901859
21.36915,20.20515,19.02957,18.45854,18.11952,0.2975137
19.74296,18.175,17.37991,16.99252,16.68206,0.0952336
19.99712,18.27347,17.32723,16.90628,16.58008,0.09445002
21.95652,19.62176,18.14765,17.58474,17.2019,0.237464
20.56229,18.73541,17.6736,17.16677,16.77463,0.1632557
26.30318,22.93341,21.83447,20.59473,20.00419,0.672779
20.96104,18.82266,17.51874,17.00278,16.61347,0.1717308
20.95979,18.81971,17.64476,17.10091,16.72316,0.1937799
19.4464,17.58904,16.73247,16.35751,16.03105,0.1217193
23.95548,22.58158,21.73125,21.16609,20.77225,0.621476
21.02975,18.89561,17.77721,17.31446,16.96862,0.1398763
23.4503,21.16849,19.3457,18.6439,18.10672,0.4472973
22.99024,22.07792,20.31281,19.47226,18.865,0.5854198
22.24572,20.71001,19.17975,18.34056,17.9574,0.4861811
25.91746,21.62867,20.09882,19.31243,18.80574,0.4629942
20.69927,18.61622,17.50135,16.97624,16.57701,0.157813
22.26774,21.86909,20.62653,19.61178,19.14746,0.5878532
18.80461,18.20425,18.02746,17.87077,17.79389,0.03239046
20.78721,18.78295,17.51659,17.02932,16.66612,0.1828124
20.56993,18.81027,17.60891,17.12803,16.76946,0.1842641
20.48779,18.54435,17.64048,17.18241,16.85404,0.08416945
22.90809,20.46179,18.87955,18.20131,17.69178,0.3160628
20.40516,18.65949,17.82321,17.42562,17.12024,0.08413422
19.13182,17.91826,17.46913,17.18029,17.02108,0.06064382
24.46128,22.36917,20.59399,19.54408,19.23435,0.529955
22.57371,20.66972,19.02383,18.39134,17.96089,0.357278
19.27351,18.12745,17.72736,17.47269,17.25444,0.02852145
22.29532,22.21036,21.65942,21.65008,21.59799,0.1961883
23.02276,21.19954,19.27887,18.63947,18.23797,0.3929121
24.49647,20.26878,18.62961,18.01583,17.56541,0.2725778
24.53263,22.58955,21.15469,20.15342,19.78769,0.4949953
21.21166,19.13873,17.74019,17.29177,16.88108,0.1991896
24.63075,22.58294,20.8405,19.80217,19.44607,0.5233254
22.61543,20.56585,18.86404,18.28601,17.91925,0.3144026
25.3233,21.5985,19.91274,19.00361,18.70915,0.4818
19.84079,18.48287,17.77114,17.34938,17.01793,0.07410837
25.89207,20.82854,19.00606,18.30722,18.004,0.3835899
24.46745,21.87451,19.96741,19.09122,18.63506,0.4812397
26.09759,22.72518,20.98755,20.01851,19.27537,0.3595449
23.86202,22.75724,20.79811,19.854,19.26678,0.5800228
21.70953,19.77506,17.78622,17.14988,16.80967,0.6082782
20.11917,18.3072,17.4293,17.02153,16.75036,0.08231286
19.91865,18.49189,17.73346,17.36549,17.16228,0.07963736
23.00764,22.24126,20.63563,19.64024,19.07525,0.5222493
21.68624,21.50156,20.52994,19.58695,18.98813,0.6450464
22.89326,22.9237,20.87303,19.68568,19.23642,0.6009385
19.28884,18.12744,17.42033,16.97035,16.75179,0.1227182
19.10778,17.87654,17.30972,16.96934,16.8519,0.09016582
